probesetId	value	expr
1627920_at	0	empty
1627921_at	0	empty
1627922_at	0	empty
1627923_at	1	normal
1627924_at	1	normal
1627925_at	0	empty
1627926_at	0	empty
1627927_at	MC	MC
1627928_at	0	empty
1627929_at	0	empty
1627930_s_at	1.5	high
1627931_at	0	empty
1627932_at	0	empty
1627933_a_at	0	empty
1627934_at	1	normal
1627935_a_at	0	empty
1627936_s_at	0	empty
1627937_at	0	empty
1627938_at	1	normal
1627939_a_at	3.5	high
1627940_at	0	empty
1627941_at	0	empty
1627942_at	0	empty
1627943_at	0	empty
1627944_a_at	0	empty
1627945_at	0	empty
1627946_at	0	empty
1627947_at	0	empty
1627948_at	0	empty
1627949_at	0	empty
1627950_at	0	empty
1627951_at	0	empty
1627952_a_at	0	empty
1627953_at	0	empty
1627954_a_at	0	empty
1627955_a_at	0	empty
1627956_x_at	1.7	high
1627957_at	0.285714286	low
1627958_at	0	empty
1627959_a_at	0	empty
1627960_at	0	empty
1627961_a_at	0	empty
1627962_at	0	empty
1627963_s_at	0	empty
1627964_s_at	1	normal
1627965_s_at	0	empty
1627966_s_at	MC	MC
1627967_a_at	0	empty
1627968_at	0	empty
1627969_at	0	empty
1627970_at	1	normal
1627971_s_at	0.25	low
1627972_at	0	empty
1627973_s_at	1	normal
1627974_at	0	empty
1627975_at	0	empty
1627976_at	0	empty
1627977_at	1	normal
1627978_at	0	empty
1627979_at	0	empty
1627980_at	0	empty
1627981_at	0	empty
1627982_at	0	empty
1627983_at	1.5	high
1627984_at	1	normal
1627985_a_at	0	empty
1627986_s_at	3.5	high
1627987_s_at	0	empty
1627988_at	1	normal
1627989_at	0	empty
1627990_at	0	empty
1627991_at	0	empty
1627992_at	0	empty
1627993_at	0	empty
1627994_at	0	empty
1627995_at	0	empty
1627996_a_at	1	normal
1627997_at	0	empty
1627998_s_at	1	normal
1627999_s_at	0	empty
1628000_s_at	0	empty
1628001_at	MC	MC
1628002_at	0	empty
1628003_s_at	0	empty
1628004_at	0	empty
1628005_at	0	empty
1628006_at	0	empty
1628007_at	0	empty
1628008_a_at	0	empty
1628009_at	0	empty
1628010_at	0	empty
1628011_a_at	0	empty
1628012_at	0	empty
1628013_at	0	empty
1628014_at	3.5	high
1628015_at	0	empty
1628016_s_at	0	empty
1628017_a_at	0	empty
1628018_at	0.666666667	low
1628019_a_at	1	normal
1628020_at	0	empty
1628021_at	0	empty
1628022_at	0	empty
1628023_at	0	empty
1628024_at	0	empty
1628025_at	0	empty
1628026_at	0	empty
1628027_a_at	1	normal
1628028_s_at	0.833333333	low
1628029_at	0	empty
1628030_at	0	empty
1628031_at	0	empty
1628032_a_at	0	empty
1628033_at	0	empty
1628034_at	0	empty
1628035_at	0	empty
1628036_at	0	empty
1628037_at	1	normal
1628038_at	0	empty
1628039_at	0	empty
1628040_at	0	empty
1628041_a_at	0.4	low
1628042_at	3.5	high
1628043_s_at	0	empty
1628044_at	2	high
1628045_s_at	0	empty
1628049_at	1	normal
1628050_at	0	empty
1628051_at	0	empty
1628052_at	1	normal
1628053_at	1	normal
1628054_at	0	empty
1628055_at	0	empty
1628056_at	0	empty
1628057_at	0	empty
1628058_at	0	empty
1628059_at	0	empty
1628060_at	0	empty
1628061_at	0	empty
1628062_at	0	empty
1628063_at	1	normal
1628064_at	0	empty
1628065_at	0	empty
1628066_at	0	empty
1628067_s_at	1	normal
1628068_s_at	0	empty
1628069_at	0	empty
1628070_at	0	empty
1628071_at	0	empty
1628072_at	0	empty
1628073_s_at	0	empty
1628074_at	0	empty
1628075_at	0	empty
1628076_at	0	empty
1628077_at	3.5	high
1628078_at	0	empty
1628079_at	0	empty
1628080_at	1	normal
1628081_s_at	0.285714286	low
1628082_at	0	empty
1628083_at	1.7	high
1628084_at	0	empty
1628085_at	0	empty
1628086_at	0	empty
1628087_s_at	1	normal
1628088_at	0	empty
1628089_at	0	empty
1628090_at	0	empty
1628091_at	1	normal
1628092_at	0	empty
1628093_at	0	empty
1628094_at	0	empty
1628095_at	0	empty
1628096_at	3.5	high
1628097_at	0	empty
1628098_at	0	empty
1628099_at	1	normal
1628100_at	0	empty
1628101_s_at	1	normal
1628102_a_at	0	empty
1628103_at	0	empty
1628104_at	0	empty
1628105_a_at	0	empty
1628106_at	3.5	high
1628107_at	0	empty
1628108_at	0	empty
1628109_at	0.4	low
1628110_s_at	MC	MC
1628111_at	0	empty
1628112_at	1	normal
1628113_at	0	empty
1628114_s_at	0	empty
1628115_at	0	empty
1628116_at	0	empty
1628117_at	1	normal
1628118_at	0	empty
1628119_at	0	empty
1628120_at	0	empty
1628121_at	3.5	high
1628122_at	1	normal
1628123_at	1.7	high
1628124_at	0	empty
1628125_at	0	empty
1628126_at	0	empty
1628127_at	1.5	high
1628128_at	0	empty
1628129_a_at	0	empty
1628130_at	0	empty
1628131_at	2	high
1628132_at	1	normal
1628133_at	0	empty
1628134_at	0	empty
1628135_s_at	1	normal
1628136_at	0	empty
1628137_at	0	empty
1628138_s_at	MC	MC
1628139_at	0	empty
1628140_at	0	empty
1628141_at	1	normal
1628142_at	0	empty
1628143_a_at	1	normal
1628144_at	0	empty
1628145_at	0	empty
1628146_at	1	normal
1628147_at	0	empty
1628148_at	1	normal
1628149_a_at	0.666666667	low
1628150_a_at	0	empty
1628151_at	0	empty
1628152_at	0.833333333	low
1628153_at	0	empty
1628154_at	0	empty
1628155_at	1	normal
1628156_at	0	empty
1628157_at	0	empty
1628158_at	0	empty
1628159_a_at	0	empty
1628160_a_at	1	normal
1628161_at	1	normal
1628162_at	0	empty
1628163_at	0	empty
1628164_at	1	normal
1628165_at	0	empty
1628166_a_at	0	empty
1628167_s_at	0	empty
1628168_at	0	empty
1628169_at	1	normal
1628170_at	0	empty
1628171_at	0	empty
1628172_at	1	normal
1628173_at	0	empty
1628174_at	1.7	high
1628175_at	3	high
1628176_at	0	empty
1628177_at	0	empty
1628178_a_at	1.7	high
1628179_at	0	empty
1628180_at	1	normal
1628181_at	0	empty
1628182_at	0	empty
1628183_at	0	empty
1628184_at	0	empty
1628185_at	0	empty
1628186_at	0	empty
1628187_s_at	0	empty
1628188_at	3	high
1628189_at	1	normal
1628190_at	1	normal
1628191_at	0	empty
1628192_at	0	empty
1628193_s_at	0	empty
1628194_at	1	normal
1628195_at	0	empty
1628196_at	0	empty
1628197_at	0	empty
1628198_at	1	normal
1628199_at	0	empty
1628200_at	0	empty
1628201_at	3.5	high
1628202_at	0.666666667	low
1628203_at	0	empty
1628204_at	0	empty
1628205_at	0	empty
1628206_at	0	empty
1628207_at	0	empty
1628208_at	0	empty
1628209_at	0	empty
1628210_at	0	empty
1628211_s_at	0	empty
1628212_at	0	empty
1628213_s_at	0.25	low
1628214_at	1	normal
1628215_s_at	1	normal
1628216_at	0	empty
1628217_at	0	empty
1628218_at	0	empty
1628219_at	0	empty
1628220_at	0	empty
1628221_at	0	empty
1628222_at	0	empty
1628223_at	1	normal
1628224_a_at	0	empty
1628225_at	0	empty
1628226_at	1	normal
1628227_at	0	empty
1628228_at	0	empty
1628229_at	1	normal
1628230_x_at	0	empty
1628231_at	1	normal
1628232_at	1	normal
1628233_at	0	empty
1628234_at	0	empty
1628235_at	0	empty
1628236_at	0	empty
1628237_s_at	1	normal
1628238_at	0	empty
1628239_at	0	empty
1628240_at	0.4	low
1628241_at	3	high
1628242_s_at	0	empty
1628243_at	MC	MC
1628244_at	0	empty
1628245_at	0	empty
1628246_at	0	empty
1628247_at	0	empty
1628248_at	0	empty
1628249_at	0	empty
1628250_at	0	empty
1628251_at	0	empty
1628252_at	3.5	high
1628253_at	0	empty
1628254_at	0	empty
1628255_at	0	empty
1628256_at	0	empty
1628257_s_at	1	normal
1628258_at	1	normal
1628259_at	0	empty
1628260_at	0	empty
1628261_at	0	empty
1628262_a_at	0	empty
1628263_s_at	0	empty
1628264_a_at	1	normal
1628265_a_at	MC	MC
1628266_at	0	empty
1628267_at	0	empty
1628268_at	3.5	high
1628269_at	0	empty
1628270_at	0	empty
1628271_at	0	empty
1628272_a_at	1	normal
1628273_at	0	empty
1628274_a_at	0	empty
1628275_at	0	empty
1628276_s_at	1	normal
1628277_at	0	empty
1628278_at	0	empty
1628279_s_at	0	empty
1628280_at	0	empty
1628281_at	1	normal
1628282_at	0	empty
1628283_at	1	normal
1628284_at	1	normal
1628285_a_at	0	empty
1628286_at	0	empty
1628287_at	0	empty
1628288_s_at	1	normal
1628289_at	0	empty
1628290_s_at	1	normal
1628291_at	0	empty
1628292_s_at	0	empty
1628293_a_at	3.5	high
1628294_at	0	empty
1628295_at	0	empty
1628296_at	0	empty
1628297_a_at	1	normal
1628298_at	1	normal
1628299_at	1	normal
1628300_s_at	0	empty
1628301_at	0	empty
1628302_at	0	empty
1628303_at	0	empty
1628304_at	0	empty
1628305_at	0	empty
1628306_at	1	normal
1628307_at	1	normal
1628308_at	0	empty
1628309_at	1.7	high
1628310_at	0	empty
1628311_at	0	empty
1628312_at	0	empty
1628313_at	0	empty
1628314_a_at	3.5	high
1628315_at	3.5	high
1628316_at	1	normal
1628317_at	0	empty
1628318_at	0	empty
1628319_s_at	1	normal
1628320_at	0	empty
1628321_at	0	empty
1628322_at	0.833333333	low
1628323_s_at	0.4	low
1628324_at	1	normal
1628325_at	1	normal
1628326_at	0	empty
1628327_at	0	empty
1628328_at	0	empty
1628329_at	0	empty
1628330_at	0	empty
1628331_at	1	normal
1628332_at	0	empty
1628333_at	1	normal
1628334_at	0	empty
1628335_at	1	normal
1628336_a_at	1	normal
1628337_at	0	empty
1628338_at	0.285714286	low
1628339_a_at	1	normal
1628340_s_at	0.285714286	low
1628341_at	1	normal
1628342_s_at	0	empty
1628343_at	0	empty
1628344_at	0	empty
1628345_at	0	empty
1628346_at	0	empty
1628347_s_at	0	empty
1628348_at	0	empty
1628349_a_at	0	empty
1628350_a_at	0	empty
1628351_at	0	empty
1628352_a_at	1	normal
1628353_at	0	empty
1628354_at	0	empty
1628355_at	0	empty
1628356_at	0	empty
1628357_at	0	empty
1628358_at	2	high
1628359_at	0	empty
1628360_at	0	empty
1628361_at	0	empty
1628362_s_at	0	empty
1628363_at	1	normal
1628364_at	1.7	high
1628365_at	1	normal
1628366_at	0	empty
1628367_at	0	empty
1628368_at	1	normal
1628369_at	0	empty
1628370_at	0	empty
1628371_at	0	empty
1628372_a_at	3	high
1628373_at	0	empty
1628374_at	0	empty
1628375_at	0	empty
1628376_x_at	0	empty
1628377_s_at	1	normal
1628378_at	0	empty
1628379_at	0	empty
1628380_at	0	empty
1628381_at	0	empty
1628382_at	1	normal
1628383_at	1	normal
1628384_at	0	empty
1628385_a_at	0	empty
1628386_at	0	empty
1628387_s_at	0	empty
1628388_at	0	empty
1628389_at	3.5	high
1628390_at	1	normal
1628391_at	0	empty
1628392_x_at	0	empty
1628393_at	0	empty
1628394_at	0	empty
1628395_at	0	empty
1628396_at	0	empty
1628397_at	0.666666667	low
1628398_at	3.5	high
1628399_s_at	0.833333333	low
1628400_at	0	empty
1628401_at	0	empty
1628402_a_at	0.666666667	low
1628403_at	0	empty
1628404_at	1	normal
1628405_at	3.5	high
1628406_s_at	0	empty
1628407_at	0	empty
1628408_at	0	empty
1628409_at	0	empty
1628410_at	0	empty
1628411_at	0	empty
1628412_at	0	empty
1628413_at	0	empty
1628414_at	1	normal
1628415_at	0	empty
1628416_s_at	1	normal
1628417_at	0	empty
1628418_at	0	empty
1628419_a_at	0.666666667	low
1628420_s_at	1	normal
1628421_at	0	empty
1628422_s_at	0.285714286	low
1628423_at	1	normal
1628424_at	3.5	high
1628425_at	3.5	high
1628426_s_at	1	normal
1628427_a_at	1.5	high
1628428_at	0	empty
1628429_at	0	empty
1628430_at	0	empty
1628431_at	0	empty
1628432_at	3.5	high
1628433_at	0	empty
1628434_at	0	empty
1628435_at	MC	MC
1628436_at	0	empty
1628437_at	0	empty
1628438_at	1	normal
1628439_s_at	0	empty
1628440_at	0	empty
1628441_at	0	empty
1628442_at	0	empty
1628443_at	0	empty
1628444_at	0	empty
1628445_at	1	normal
1628446_at	0	empty
1628447_at	0	empty
1628448_at	0	empty
1628449_at	0	empty
1628450_at	0.25	low
1628451_at	1	normal
1628452_at	0.4	low
1628453_at	1.7	high
1628454_at	0	empty
1628455_at	0	empty
1628456_at	0	empty
1628457_at	0	empty
1628458_at	0.4	low
1628459_at	1	normal
1628460_at	0	empty
1628461_a_at	0	empty
1628462_s_at	1	normal
1628463_at	1	normal
1628464_s_at	0	empty
1628465_a_at	1	normal
1628466_s_at	0	empty
1628467_at	0	empty
1628468_at	0	empty
1628469_a_at	1	normal
1628470_s_at	1	normal
1628471_at	0	empty
1628472_at	0.666666667	low
1628473_at	0	empty
1628474_at	0	empty
1628475_at	1	normal
1628476_at	0	empty
1628477_s_at	1	normal
1628478_at	0	empty
1628479_at	0	empty
1628480_at	0	empty
1628481_at	1	normal
1628482_at	0	empty
1628483_at	1	normal
1628484_at	0	empty
1628485_at	0	empty
1628486_a_at	1	normal
1628487_s_at	3.5	high
1628488_at	0.4	low
1628489_at	0	empty
1628490_at	3.5	high
1628491_at	0	empty
1628492_at	0	empty
1628493_at	1	normal
1628494_a_at	1	normal
1628495_at	0	empty
1628496_at	0	empty
1628497_at	1	normal
1628498_at	0	empty
1628499_at	0	empty
1628500_at	0	empty
1628501_at	0	empty
1628502_at	0	empty
1628503_at	0	empty
1628504_at	0	empty
1628505_at	1.7	high
1628506_a_at	0	empty
1628507_at	1	normal
1628508_at	0	empty
1628509_at	MC	MC
1628510_at	0	empty
1628511_at	0	empty
1628512_at	1	normal
1628513_at	0	empty
1628514_at	0	empty
1628515_at	0	empty
1628516_at	0	empty
1628517_at	0	empty
1628518_at	0	empty
1628519_at	0	empty
1628520_at	0	empty
1628521_at	1	normal
1628522_at	0	empty
1628523_at	0	empty
1628524_at	0	empty
1628525_at	1	normal
1628526_at	0	empty
1628527_at	0	empty
1628528_at	0	empty
1628529_a_at	0	empty
1628530_at	0	empty
1628531_at	0	empty
1628532_at	0	empty
1628533_at	0	empty
1628534_at	0	empty
1628535_at	0	empty
1628536_s_at	1	normal
1628537_s_at	0	empty
1628538_at	0	empty
1628539_at	0	empty
1628540_s_at	0	empty
1628541_at	0	empty
1628542_at	0	empty
1628543_a_at	0	empty
1628544_at	0	empty
1628545_at	0	empty
1628546_at	0	empty
1628547_at	0	empty
1628548_at	0	empty
1628549_x_at	0	empty
1628550_a_at	1	normal
1628551_at	0	empty
1628552_at	3.5	high
1628553_at	0	empty
1628554_at	0	empty
1628555_at	0	empty
1628556_s_at	0.285714286	low
1628557_at	0.25	low
1628558_at	0	empty
1628559_at	0	empty
1628560_at	0	empty
1628561_at	0	empty
1628562_s_at	0	empty
1628563_at	0	empty
1628564_at	0	empty
1628565_at	1	normal
1628566_at	0	empty
1628567_at	0	empty
1628568_at	0	empty
1628569_at	0	empty
1628570_at	1	normal
1628571_at	0	empty
1628572_s_at	0.666666667	low
1628573_a_at	3.5	high
1628574_at	0	empty
1628575_at	0	empty
1628576_at	0	empty
1628577_at	0	empty
1628578_at	0	empty
1628579_at	0.666666667	low
1628580_a_at	0	empty
1628581_at	0	empty
1628582_at	0	empty
1628583_at	0	empty
1628584_at	1	normal
1628585_at	0	empty
1628586_at	0	empty
1628587_at	0	empty
1628588_at	0	empty
1628589_at	0	empty
1628590_at	0	empty
1628591_at	0	empty
1628592_at	0	empty
1628593_at	0	empty
1628594_at	0	empty
1628595_at	1	normal
1628596_at	0	empty
1628597_at	0	empty
1628598_s_at	3.5	high
1628599_at	0	empty
1628600_at	0	empty
1628601_at	0	empty
1628602_a_at	0.4	low
1628603_at	0	empty
1628604_at	0	empty
1628605_at	0	empty
1628606_at	0	empty
1628607_at	0	empty
1628608_at	0	empty
1628609_at	0	empty
1628610_at	0	empty
1628611_at	3.5	high
1628612_at	0	empty
1628613_a_at	1	normal
1628614_at	0	empty
1628615_at	2	high
1628616_at	0	empty
1628617_at	0	empty
1628618_at	0	empty
1628619_at	0	empty
1628620_at	0	empty
1628621_at	0	empty
1628622_s_at	1	normal
1628623_at	0	empty
1628624_s_at	0	empty
1628625_at	0	empty
1628626_at	0	empty
1628627_at	1	normal
1628628_at	1	normal
1628629_at	0	empty
1628630_at	0	empty
1628631_at	0	empty
1628632_at	2	high
1628633_at	0	empty
1628634_at	1.7	high
1628635_at	0	empty
1628636_a_at	1	normal
1628637_at	0	empty
1628638_at	1	normal
1628639_at	0	empty
1628640_at	0	empty
1628641_at	0	empty
1628642_at	0	empty
1628643_at	0	empty
1628644_at	0	empty
1628645_at	0	empty
1628646_at	0	empty
1628647_at	0	empty
1628648_at	1	normal
1628649_at	0	empty
1628650_at	0	empty
1628651_a_at	1	normal
1628652_at	0	empty
1628653_at	0	empty
1628654_at	0	empty
1628655_at	0	empty
1628656_at	0	empty
1628657_at	3	high
1628658_at	0	empty
1628659_at	1	normal
1628660_at	0	empty
1628661_at	0	empty
1628662_at	0	empty
1628663_s_at	0.285714286	low
1628664_at	0	empty
1628665_at	1	normal
1628666_at	1	normal
1628667_at	0.833333333	low
1628668_at	0	empty
1628669_at	1	normal
1628670_at	0	empty
1628671_a_at	0	empty
1628672_at	0	empty
1628673_at	0.4	low
1628674_at	0	empty
1628675_at	1	normal
1628676_at	0	empty
1628677_at	0	empty
1628678_at	1	normal
1628679_at	1	normal
1628680_at	0	empty
1628681_at	0	empty
1628682_at	3.5	high
1628683_at	0	empty
1628684_at	0.25	low
1628685_at	0	empty
1628686_a_at	0	empty
1628687_at	0	empty
1628688_at	1	normal
1628689_at	0	empty
1628690_at	1	normal
1628691_at	0	empty
1628692_at	0	empty
1628693_at	0	empty
1628694_a_at	1	normal
1628695_at	0	empty
1628696_at	0	empty
1628697_at	0	empty
1628698_at	0	empty
1628699_at	1	normal
1628700_at	0	empty
1628701_a_at	0	empty
1628702_at	0	empty
1628703_at	0	empty
1628704_at	0	empty
1628705_at	1	normal
1628706_at	0	empty
1628707_at	0	empty
1628708_at	0	empty
1628709_at	0	empty
1628710_at	0	empty
1628711_at	0	empty
1628712_at	1	normal
1628713_at	0	empty
1628714_at	1	normal
1628715_a_at	0.25	low
1628716_at	0	empty
1628717_a_at	1	normal
1628718_at	0	empty
1628719_at	0.666666667	low
1628720_at	0	empty
1628721_at	0	empty
1628722_at	0	empty
1628723_at	0	empty
1628724_at	0	empty
1628725_at	0	empty
1628726_s_at	1	normal
1628727_at	0	empty
1628728_at	0	empty
1628729_at	0	empty
1628730_at	0	empty
1628731_s_at	1	normal
1628732_at	0	empty
1628733_at	0	empty
1628734_at	0	empty
1628735_at	0	empty
1628736_at	0	empty
1628737_at	0	empty
1628738_at	0	empty
1628739_at	0	empty
1628740_at	0	empty
1628741_s_at	0	empty
1628742_at	0	empty
1628743_at	0	empty
1628744_s_at	MC	MC
1628745_at	0	empty
1628746_at	0	empty
1628747_at	0	empty
1628748_at	0	empty
1628749_at	0	empty
1628750_at	0	empty
1628751_at	0.666666667	low
1628752_at	0	empty
1628753_at	3	high
1628754_s_at	0.833333333	low
1628755_at	0	empty
1628756_at	0	empty
1628757_at	1	normal
1628758_at	1	normal
1628759_a_at	0	empty
1628760_at	0	empty
1628761_s_at	1	normal
1628762_at	0	empty
1628763_at	2	high
1628764_at	0.833333333	low
1628765_at	0	empty
1628766_at	0.4	low
1628767_s_at	2	high
1628768_at	0	empty
1628769_at	0	empty
1628770_at	0	empty
1628771_s_at	1	normal
1628772_at	0	empty
1628773_at	0	empty
1628774_a_at	1	normal
1628775_s_at	0	empty
1628776_at	0	empty
1628777_at	0	empty
1628778_at	1	normal
1628779_a_at	0	empty
1628780_at	0	empty
1628781_at	0	empty
1628782_at	1	normal
1628783_at	0	empty
1628784_at	0	empty
1628785_at	3.5	high
1628786_at	0	empty
1628787_s_at	0	empty
1628788_a_at	0	empty
1628789_x_at	0	empty
1628790_at	0	empty
1628791_at	2	high
1628792_at	0	empty
1628793_at	0	empty
1628794_at	0	empty
1628795_s_at	1	normal
1628796_at	0	empty
1628797_at	0	empty
1628798_at	0	empty
1628799_at	0	empty
1628800_at	0.25	low
1628801_at	1	normal
1628802_at	0	empty
1628803_at	0	empty
1628804_at	0	empty
1628805_s_at	0	empty
1628806_at	1	normal
1628807_at	1	normal
1628808_at	0	empty
1628809_at	0	empty
1628810_at	0	empty
1628811_at	0	empty
1628812_at	0	empty
1628813_at	0	empty
1628814_s_at	0	empty
1628815_at	1.5	high
1628816_at	0	empty
1628817_at	0	empty
1628818_at	0	empty
1628819_at	0	empty
1628820_at	0	empty
1628821_at	1	normal
1628822_at	0	empty
1628823_at	0	empty
1628824_s_at	1	normal
1628825_at	1	normal
1628826_at	0	empty
1628827_s_at	0	empty
1628828_s_at	0.25	low
1628829_at	0	empty
1628830_at	0	empty
1628831_at	1	normal
1628832_s_at	0	empty
1628833_at	0	empty
1628834_a_at	1	normal
1628835_at	0	empty
1628836_at	0	empty
1628837_at	0	empty
1628838_at	0	empty
1628839_at	0	empty
1628840_at	1	normal
1628841_at	0	empty
1628842_s_at	2	high
1628843_at	1	normal
1628844_at	0	empty
1628845_at	0	empty
1628846_at	1	normal
1628847_a_at	0	empty
1628848_at	0	empty
1628849_at	0	empty
1628850_at	0	empty
1628851_at	0	empty
1628852_at	0	empty
1628853_at	2	high
1628854_at	0	empty
1628855_s_at	0	empty
1628856_at	MC	MC
1628857_at	0	empty
1628858_at	0	empty
1628859_at	0	empty
1628860_at	0	empty
1628861_at	0	empty
1628862_at	1	normal
1628863_at	0	empty
1628864_at	0	empty
1628865_at	1	normal
1628866_at	1	normal
1628867_s_at	0.285714286	low
1628868_at	0	empty
1628869_s_at	1	normal
1628870_at	0	empty
1628871_at	0	empty
1628872_at	1	normal
1628873_s_at	1	normal
1628874_at	0	empty
1628875_at	0	empty
1628876_at	0	empty
1628877_at	0	empty
1628878_at	0	empty
1628879_at	0	empty
1628880_at	0	empty
1628881_at	0	empty
1628882_at	0	empty
1628883_at	0	empty
1628884_at	0	empty
1628885_at	0.25	low
1628886_at	0	empty
1628887_a_at	0	empty
1628888_at	0	empty
1628889_s_at	0	empty
1628890_at	0	empty
1628891_at	0	empty
1628892_s_at	1	normal
1628893_at	0	empty
1628894_a_at	0	empty
1628895_at	0	empty
1628896_a_at	0	empty
1628897_at	0	empty
1628898_at	0	empty
1628899_at	0	empty
1628900_at	0	empty
1628901_at	0	empty
1628902_at	0	empty
1628903_s_at	1	normal
1628904_at	0	empty
1628905_at	0	empty
1628906_at	0	empty
1628907_at	3	high
1628908_at	0	empty
1628909_at	0	empty
1628910_at	0	empty
1628911_at	0	empty
1628912_at	0	empty
1628913_at	0	empty
1628914_at	0	empty
1628915_s_at	1.7	high
1628916_at	0	empty
1628917_at	0	empty
1628918_at	1	normal
1628919_at	0	empty
1628920_at	1	normal
1628921_s_at	0	empty
1628922_s_at	1	normal
1628923_at	0	empty
1628924_a_at	0	empty
1628925_at	0	empty
1628926_at	0	empty
1628927_at	0.285714286	low
1628928_s_at	0	empty
1628929_s_at	1	normal
1628930_at	0	empty
1628931_at	3.5	high
1628932_at	0	empty
1628933_at	0	empty
1628934_at	0	empty
1628935_at	0.25	low
1628936_at	0	empty
1628937_s_at	0	empty
1628938_at	1	normal
1628939_at	0	empty
1628940_at	0	empty
1628941_at	0	empty
1628942_at	0	empty
1628943_at	1	normal
1628944_at	0	empty
1628945_at	0	empty
1628946_at	0	empty
1628947_s_at	1	normal
1628948_a_at	MC	MC
1628949_at	1.5	high
1628950_at	0	empty
1628951_at	0	empty
1628952_s_at	1	normal
1628953_at	1	normal
1628954_at	0	empty
1628955_at	0	empty
1628956_at	1	normal
1628957_at	0	empty
1628958_at	0	empty
1628959_at	1	normal
1628960_s_at	0	empty
1628961_at	0	empty
1628962_at	1	normal
1628963_at	3.5	high
1628964_at	0	empty
1628965_at	1	normal
1628966_at	0	empty
1628967_at	0	empty
1628968_at	0	empty
1628969_s_at	MC	MC
1628970_at	0	empty
1628971_at	0	empty
1628972_at	0	empty
1628973_a_at	0	empty
1628974_at	0	empty
1628975_at	0	empty
1628976_at	1	normal
1628977_at	1	normal
1628978_at	1	normal
1628979_at	0	empty
1628980_s_at	0	empty
1628981_at	0	empty
1628982_at	0	empty
1628983_at	0	empty
1628984_s_at	0	empty
1628985_a_at	0	empty
1628986_at	1	normal
1628987_at	0.25	low
1628988_at	0	empty
1628989_at	0	empty
1628990_at	0	empty
1628991_at	0	empty
1628992_at	MC	MC
1628993_at	0	empty
1628994_at	0	empty
1628995_at	1	normal
1628996_at	0	empty
1628997_at	0	empty
1628998_at	0	empty
1628999_at	0	empty
1629000_at	0	empty
1629001_at	1	normal
1629002_at	0	empty
1629003_at	0	empty
1629004_at	0	empty
1629005_a_at	1.7	high
1629006_at	0	empty
1629007_at	1	normal
1629008_at	1	normal
1629009_at	1	normal
1629010_at	0	empty
1629011_at	0	empty
1629012_at	1.7	high
1629013_at	1.5	high
1629014_s_at	0	empty
1629015_a_at	0	empty
1629016_s_at	0	empty
1629017_s_at	0	empty
1629018_a_at	1	normal
1629019_s_at	0	empty
1629020_s_at	1	normal
1629021_at	1	normal
1629022_at	0	empty
1629023_s_at	0	empty
1629024_at	0	empty
1629025_at	0	empty
1629026_at	0	empty
1629027_at	0	empty
1629028_at	0	empty
1629029_at	0	empty
1629030_a_at	1	normal
1629031_s_at	0	empty
1629032_at	0	empty
1629033_at	3.5	high
1629034_at	0	empty
1629035_at	1	normal
1629036_at	1.7	high
1629037_at	0	empty
1629038_at	0	empty
1629039_at	0	empty
1629040_at	1	normal
1629041_at	0	empty
1629042_at	0	empty
1629043_at	0	empty
1629044_at	0	empty
1629045_s_at	1	normal
1629046_a_at	3.5	high
1629047_at	0	empty
1629048_s_at	1	normal
1629049_at	0	empty
1629050_at	0	empty
1629051_at	0	empty
1629052_at	0	empty
1629053_at	1	normal
1629054_at	0	empty
1629055_a_at	1	normal
1629056_at	0	empty
1629057_at	0	empty
1629058_a_at	0	empty
1629059_at	0	empty
1629060_s_at	0	empty
1629061_s_at	1	normal
1629062_at	3	high
1629063_at	0	empty
1629064_at	0	empty
1629065_s_at	1.7	high
1629066_at	0	empty
1629067_at	0	empty
1629068_at	0	empty
1629069_at	0	empty
1629070_at	1	normal
1629071_at	0	empty
1629072_at	1	normal
1629073_at	0	empty
1629074_a_at	3.5	high
1629075_at	0	empty
1629076_at	0	empty
1629077_s_at	1	normal
1629078_s_at	0	empty
1629079_at	0	empty
1629080_at	0	empty
1629081_at	0	empty
1629082_at	0	empty
1629083_at	0	empty
1629084_at	1	normal
1629085_at	0	empty
1629086_s_at	0.666666667	low
1629087_s_at	0	empty
1629088_at	0	empty
1629089_a_at	0	empty
1629090_at	0	empty
1629091_at	2	high
1629092_at	0	empty
1629093_at	0	empty
1629094_at	0	empty
1629095_a_at	1	normal
1629096_at	0	empty
1629097_at	0	empty
1629098_at	0	empty
1629099_at	0	empty
1629100_at	0	empty
1629101_a_at	2	high
1629102_at	0	empty
1629103_at	0	empty
1629104_at	0.285714286	low
1629105_at	0	empty
1629106_at	1	normal
1629107_at	0	empty
1629108_at	0	empty
1629109_at	1.7	high
1629110_x_at	0.666666667	low
1629111_at	1	normal
1629112_at	0	empty
1629113_a_at	0	empty
1629114_at	0	empty
1629115_s_at	1	normal
1629116_at	0	empty
1629117_at	1	normal
1629118_at	0	empty
1629119_at	1	normal
1629120_at	0	empty
1629121_at	0	empty
1629122_at	0	empty
1629123_at	1	normal
1629124_at	1	normal
1629125_at	0	empty
1629126_at	0	empty
1629127_at	0	empty
1629128_at	1	normal
1629129_at	0	empty
1629130_at	1	normal
1629131_at	0	empty
1629132_at	0	empty
1629133_at	0.666666667	low
1629134_at	0	empty
1629135_at	0	empty
1629136_at	3.5	high
